Source,Date,Mean
GISTEMP,1978-11,0.17
GCAG,1978-10,0.0605
GISTEMP,1978-10,0.01
GCAG,1978-09,0.0699
GISTEMP,1978-09,0.05
GCAG,1978-08,0.0005
GISTEMP,1978-08,-0.19
GCAG,1978-07,0.0646
GISTEMP,1978-07,0.06
GCAG,1978-06,0.0498
GISTEMP,1978-06,-0.03
GCAG,1978-05,0.0572
GISTEMP,1978-05,0.06
GCAG,1978-04,0.1296
GISTEMP,1978-04,0.14
GCAG,1978-03,0.2208
GISTEMP,1978-03,0.21
GCAG,1978-02,0.1256
GISTEMP,1978-02,0.12
GCAG,1978-01,0.1574
GISTEMP,1978-01,0.07
GCAG,1977-12,0.1079
GISTEMP,1977-12,0.05
GCAG,1977-11,0.2572
GISTEMP,1977-11,0.2
GCAG,1977-10,0.1139
GISTEMP,1977-10,0.05
GCAG,1977-09,0.1832
GISTEMP,1977-09,0.02
GCAG,1977-08,0.1377
GISTEMP,1977-08,0.19
GCAG,1977-07,0.1668
GISTEMP,1977-07,0.23
GCAG,1977-06,0.2435
GISTEMP,1977-06,0.25
GCAG,1977-05,0.2332
GISTEMP,1977-05,0.3
GCAG,1977-04,0.2788
GISTEMP,1977-04,0.27
GCAG,1977-03,0.3070
GISTEMP,1977-03,0.25
GCAG,1977-02,0.2338
GISTEMP,1977-02,0.2
GCAG,1977-01,0.0589
GISTEMP,1977-01,0.17
GCAG,1976-12,0.0867
GISTEMP,1976-12,0.08
GCAG,1976-11,-0.0443
GISTEMP,1976-11,-0.06
GCAG,1976-10,-0.1872
GISTEMP,1976-10,-0.27
GCAG,1976-09,-0.0486
GISTEMP,1976-09,-0.1
GCAG,1976-08,-0.0946
GISTEMP,1976-08,-0.17
GCAG,1976-07,-0.0896
GISTEMP,1976-07,-0.11
GCAG,1976-06,-0.0776
GISTEMP,1976-06,-0.15
GCAG,1976-05,-0.1265
GISTEMP,1976-05,-0.22
GCAG,1976-04,-0.0246
GISTEMP,1976-04,-0.09
GCAG,1976-03,-0.2385
GISTEMP,1976-03,-0.21
GCAG,1976-02,-0.1253
GISTEMP,1976-02,-0.07
GCAG,1976-01,-0.0221
GISTEMP,1976-01,-0.01
GCAG,1975-12,-0.0943
GISTEMP,1975-12,-0.17
GCAG,1975-11,-0.1479
GISTEMP,1975-11,-0.16
GCAG,1975-10,-0.1283
GISTEMP,1975-10,-0.1
GCAG,1975-09,0.0132
GISTEMP,1975-09,-0.03
GCAG,1975-08,-0.0728
GISTEMP,1975-08,-0.21
GCAG,1975-07,-0.0009
GISTEMP,1975-07,-0.03
GCAG,1975-06,0.0312
GISTEMP,1975-06,-0.01
GCAG,1975-05,0.0644
GISTEMP,1975-05,0.16
GCAG,1975-04,0.0749
GISTEMP,1975-04,0.06
GCAG,1975-03,0.1064
GISTEMP,1975-03,0.14
GCAG,1975-02,0.0287
GISTEMP,1975-02,0.07
GCAG,1975-01,0.1158
GISTEMP,1975-01,0.08
GCAG,1974-12,-0.1011
GISTEMP,1974-12,-0.1
GCAG,1974-11,-0.0705
GISTEMP,1974-11,-0.07
GCAG,1974-10,-0.0842
GISTEMP,1974-10,-0.07
GCAG,1974-09,-0.0467
GISTEMP,1974-09,-0.13
GCAG,1974-08,0.0081
GISTEMP,1974-08,0.11
GCAG,1974-07,0.0135
GISTEMP,1974-07,-0.03
GCAG,1974-06,-0.0429
GISTEMP,1974-06,-0.05
GCAG,1974-05,-0.0299
GISTEMP,1974-05,0.0
GCAG,1974-04,-0.0462
GISTEMP,1974-04,-0.1
GCAG,1974-03,-0.0542
GISTEMP,1974-03,-0.05
GCAG,1974-02,-0.2577
GISTEMP,1974-02,-0.28
GCAG,1974-01,-0.1980
GISTEMP,1974-01,-0.14
GCAG,1973-12,0.0233
GISTEMP,1973-12,-0.06
GCAG,1973-11,0.0194
GISTEMP,1973-11,0.06
GCAG,1973-10,0.0407
GISTEMP,1973-10,0.12
GCAG,1973-09,0.0501
GISTEMP,1973-09,0.06
GCAG,1973-08,0.0748
GISTEMP,1973-08,0.02
GCAG,1973-07,0.1132
GISTEMP,1973-07,0.09
GCAG,1973-06,0.1938
GISTEMP,1973-06,0.16
GCAG,1973-05,0.2117
GISTEMP,1973-05,0.26
GCAG,1973-04,0.2494
GISTEMP,1973-04,0.26
GCAG,1973-03,0.3279
GISTEMP,1973-03,0.26
GCAG,1973-02,0.3701
GISTEMP,1973-02,0.31
GCAG,1973-01,0.2555
GISTEMP,1973-01,0.28
GCAG,1972-12,0.2494
GISTEMP,1972-12,0.19
GCAG,1972-11,0.0768
GISTEMP,1972-11,0.02
GCAG,1972-10,0.0870
GISTEMP,1972-10,0.08
GCAG,1972-09,0.0188
GISTEMP,1972-09,0.04
GCAG,1972-08,0.0870
GISTEMP,1972-08,0.18
GCAG,1972-07,0.0630
GISTEMP,1972-07,0.02
GCAG,1972-06,0.0755
GISTEMP,1972-06,0.04
GCAG,1972-05,0.0140
GISTEMP,1972-05,-0.01
GCAG,1972-04,0.0351
GISTEMP,1972-04,-0.01
GCAG,1972-03,0.0019
GISTEMP,1972-03,0.02
GCAG,1972-02,-0.1646
GISTEMP,1972-02,-0.17
GCAG,1972-01,-0.2420
GISTEMP,1972-01,-0.25
GCAG,1971-12,-0.0231
GISTEMP,1971-12,-0.08
GCAG,1971-11,0.0363
GISTEMP,1971-11,-0.04
GCAG,1971-10,-0.0775
GISTEMP,1971-10,-0.06
GCAG,1971-09,-0.0454
GISTEMP,1971-09,0.0
GCAG,1971-08,-0.0715
GISTEMP,1971-08,-0.03
GCAG,1971-07,-0.0658
GISTEMP,1971-07,-0.12
GCAG,1971-06,-0.1285
GISTEMP,1971-06,-0.18
GCAG,1971-05,-0.0929
GISTEMP,1971-05,-0.06
GCAG,1971-04,-0.1316
GISTEMP,1971-04,-0.11
GCAG,1971-03,-0.1409
GISTEMP,1971-03,-0.19
GCAG,1971-02,-0.2155
GISTEMP,1971-02,-0.21
GCAG,1971-01,-0.0067
GISTEMP,1971-01,-0.03
GCAG,1970-12,-0.0976
GISTEMP,1970-12,-0.13
GCAG,1970-11,0.0206
GISTEMP,1970-11,0.02
GCAG,1970-10,-0.0405
GISTEMP,1970-10,0.04
GCAG,1970-09,0.0047
GISTEMP,1970-09,0.11
GCAG,1970-08,-0.0219
GISTEMP,1970-08,-0.11
GCAG,1970-07,-0.0247
GISTEMP,1970-07,-0.04
GCAG,1970-06,0.0259
GISTEMP,1970-06,-0.02
GCAG,1970-05,0.0391
GISTEMP,1970-05,-0.05
GCAG,1970-04,0.1301
GISTEMP,1970-04,0.1
GCAG,1970-03,0.0321
GISTEMP,1970-03,0.08
GCAG,1970-02,0.2342
GISTEMP,1970-02,0.23
GCAG,1970-01,0.1192
GISTEMP,1970-01,0.1
GCAG,1969-12,0.2462
GISTEMP,1969-12,0.28
GCAG,1969-11,0.1907
GISTEMP,1969-11,0.12
GCAG,1969-10,0.0678
GISTEMP,1969-10,0.1
GCAG,1969-09,0.0819
GISTEMP,1969-09,0.1
GCAG,1969-08,0.0935
GISTEMP,1969-08,0.03
GCAG,1969-07,0.0888
GISTEMP,1969-07,-0.02
GCAG,1969-06,0.0724
GISTEMP,1969-06,0.05
GCAG,1969-05,0.1711
GISTEMP,1969-05,0.2
GCAG,1969-04,0.1912
GISTEMP,1969-04,0.18
GCAG,1969-03,0.1181
GISTEMP,1969-03,0.01
GCAG,1969-02,-0.1049
GISTEMP,1969-02,-0.14
GCAG,1969-01,-0.1326
GISTEMP,1969-01,-0.11
GCAG,1968-12,-0.0454
GISTEMP,1968-12,-0.14
GCAG,1968-11,0.0134
GISTEMP,1968-11,-0.04
GCAG,1968-10,0.0436
GISTEMP,1968-10,0.12
GCAG,1968-09,-0.0136
GISTEMP,1968-09,-0.19
GCAG,1968-08,-0.0185
GISTEMP,1968-08,-0.11
GCAG,1968-07,-0.0250
GISTEMP,1968-07,-0.1
GCAG,1968-06,-0.0186
GISTEMP,1968-06,-0.06
GCAG,1968-05,-0.0826
GISTEMP,1968-05,-0.1
GCAG,1968-04,-0.0718
GISTEMP,1968-04,-0.05
GCAG,1968-03,0.1485
GISTEMP,1968-03,0.21
GCAG,1968-02,-0.1294
GISTEMP,1968-02,-0.14
GCAG,1968-01,-0.1900
GISTEMP,1968-01,-0.23
GCAG,1967-12,-0.0445
GISTEMP,1967-12,-0.02
GCAG,1967-11,-0.0263
GISTEMP,1967-11,-0.06
GCAG,1967-10,0.1262
GISTEMP,1967-10,0.07
GCAG,1967-09,-0.0356
GISTEMP,1967-09,-0.05
GCAG,1967-08,-0.0076
GISTEMP,1967-08,0.03
GCAG,1967-07,-0.0206
GISTEMP,1967-07,-0.01
GCAG,1967-06,-0.0314
GISTEMP,1967-06,-0.08
GCAG,1967-05,0.1239
GISTEMP,1967-05,0.13
GCAG,1967-04,0.0048
GISTEMP,1967-04,-0.06
GCAG,1967-03,0.0025
GISTEMP,1967-03,0.04
GCAG,1967-02,-0.1675
GISTEMP,1967-02,-0.19
GCAG,1967-01,-0.1093
GISTEMP,1967-01,-0.07
GCAG,1966-12,-0.1262
GISTEMP,1966-12,-0.05
GCAG,1966-11,-0.0463
GISTEMP,1966-11,-0.02
GCAG,1966-10,-0.0611
GISTEMP,1966-10,-0.15
GCAG,1966-09,0.0242
GISTEMP,1966-09,-0.02
GCAG,1966-08,0.0195
GISTEMP,1966-08,-0.11
GCAG,1966-07,0.0653
GISTEMP,1966-07,0.09
GCAG,1966-06,0.0572
GISTEMP,1966-06,0.02
GCAG,1966-05,-0.0365
GISTEMP,1966-05,-0.11
GCAG,1966-04,-0.0920
GISTEMP,1966-04,-0.13
GCAG,1966-03,-0.0040
GISTEMP,1966-03,0.05
GCAG,1966-02,-0.0394
GISTEMP,1966-02,-0.01
GCAG,1966-01,-0.0491
GISTEMP,1966-01,-0.17
GCAG,1965-12,-0.0141
GISTEMP,1965-12,-0.06
GCAG,1965-11,-0.0922
GISTEMP,1965-11,-0.05
GCAG,1965-10,0.0213
GISTEMP,1965-10,-0.03
GCAG,1965-09,-0.0513
GISTEMP,1965-09,-0.14
GCAG,1965-08,-0.0489
GISTEMP,1965-08,-0.01
GCAG,1965-07,-0.0845
GISTEMP,1965-07,-0.11
GCAG,1965-06,-0.0449
GISTEMP,1965-06,-0.1
GCAG,1965-05,-0.0788
GISTEMP,1965-05,-0.15
GCAG,1965-04,-0.1884
GISTEMP,1965-04,-0.19
GCAG,1965-03,-0.1015
GISTEMP,1965-03,-0.12
GCAG,1965-02,-0.1981
GISTEMP,1965-02,-0.18
GCAG,1965-01,-0.0718
GISTEMP,1965-01,-0.08
GCAG,1964-12,-0.2671
GISTEMP,1964-12,-0.3
GCAG,1964-11,-0.2041
GISTEMP,1964-11,-0.2
GCAG,1964-10,-0.2659
GISTEMP,1964-10,-0.3
GCAG,1964-09,-0.2107
GISTEMP,1964-09,-0.28
GCAG,1964-08,-0.1688
GISTEMP,1964-08,-0.22
GCAG,1964-07,-0.1144
GISTEMP,1964-07,-0.07
GCAG,1964-06,-0.0940
GISTEMP,1964-06,-0.07
GCAG,1964-05,-0.1000
GISTEMP,1964-05,-0.25
GCAG,1964-04,-0.1843
GISTEMP,1964-04,-0.3
GCAG,1964-03,-0.1435
GISTEMP,1964-03,-0.24
GCAG,1964-02,-0.1061
GISTEMP,1964-02,-0.11
GCAG,1964-01,0.0469
GISTEMP,1964-01,-0.07
GCAG,1963-12,0.0799
GISTEMP,1963-12,-0.01
GCAG,1963-11,0.1919
GISTEMP,1963-11,0.15
GCAG,1963-10,0.2098
GISTEMP,1963-10,0.15
GCAG,1963-09,0.1625
GISTEMP,1963-09,0.2
GCAG,1963-08,0.1548
GISTEMP,1963-08,0.24
GCAG,1963-07,0.1355
GISTEMP,1963-07,0.08
GCAG,1963-06,0.0468
GISTEMP,1963-06,0.02
GCAG,1963-05,0.0109
GISTEMP,1963-05,-0.1
GCAG,1963-04,-0.0039
GISTEMP,1963-04,-0.05
GCAG,1963-03,-0.0237
GISTEMP,1963-03,-0.15
GCAG,1963-02,0.2553
GISTEMP,1963-02,0.18
GCAG,1963-01,0.0367
GISTEMP,1963-01,-0.03
GCAG,1962-12,0.0855
GISTEMP,1962-12,-0.02
GCAG,1962-11,0.0755
GISTEMP,1962-11,0.05
GCAG,1962-10,0.0776
GISTEMP,1962-10,-0.03
GCAG,1962-09,0.0612
GISTEMP,1962-09,-0.02
GCAG,1962-08,0.0559
GISTEMP,1962-08,-0.03
GCAG,1962-07,0.0898
GISTEMP,1962-07,-0.03
GCAG,1962-06,0.0574
GISTEMP,1962-06,0.04
GCAG,1962-05,0.0574
GISTEMP,1962-05,-0.06
GCAG,1962-04,0.0758
GISTEMP,1962-04,0.05
GCAG,1962-03,0.1189
GISTEMP,1962-03,0.11
GCAG,1962-02,0.1685
GISTEMP,1962-02,0.14
GCAG,1962-01,0.1329
GISTEMP,1962-01,0.07
GCAG,1961-12,-0.0186
GISTEMP,1961-12,-0.15
GCAG,1961-11,0.0144
GISTEMP,1961-11,0.03
GCAG,1961-10,-0.0361
GISTEMP,1961-10,-0.01
GCAG,1961-09,-0.0079
GISTEMP,1961-09,0.06
GCAG,1961-08,0.0308
GISTEMP,1961-08,0.0
GCAG,1961-07,0.0335
GISTEMP,1961-07,-0.03
GCAG,1961-06,0.1486
GISTEMP,1961-06,0.11
GCAG,1961-05,0.1601
GISTEMP,1961-05,0.14
GCAG,1961-04,0.1330
GISTEMP,1961-04,0.16
GCAG,1961-03,0.1633
GISTEMP,1961-03,0.1
GCAG,1961-02,0.1766
GISTEMP,1961-02,0.19
GCAG,1961-01,0.1184
GISTEMP,1961-01,0.07
GCAG,1960-12,0.2264
GISTEMP,1960-12,0.18
GCAG,1960-11,-0.0487
GISTEMP,1960-11,-0.12
GCAG,1960-10,0.0389
GISTEMP,1960-10,0.08
GCAG,1960-09,0.0634
GISTEMP,1960-09,0.04
GCAG,1960-08,0.0455
GISTEMP,1960-08,0.0
GCAG,1960-07,0.0334
GISTEMP,1960-07,-0.02
GCAG,1960-06,0.0774
GISTEMP,1960-06,0.01
GCAG,1960-05,-0.0856
GISTEMP,1960-05,-0.08
GCAG,1960-04,-0.0955
GISTEMP,1960-04,-0.16
GCAG,1960-03,-0.2028
GISTEMP,1960-03,-0.35
GCAG,1960-02,0.1856
GISTEMP,1960-02,0.13
GCAG,1960-01,0.0032
GISTEMP,1960-01,-0.02
GCAG,1959-12,-0.0345
GISTEMP,1959-12,-0.02
GCAG,1959-11,-0.0778
GISTEMP,1959-11,-0.09
GCAG,1959-10,-0.0134
GISTEMP,1959-10,-0.09
GCAG,1959-09,0.0959
GISTEMP,1959-09,-0.05
GCAG,1959-08,0.0509
GISTEMP,1959-08,-0.01
GCAG,1959-07,0.0655
GISTEMP,1959-07,0.07
GCAG,1959-06,0.0843
GISTEMP,1959-06,0.02
GCAG,1959-05,0.0263
GISTEMP,1959-05,0.06
GCAG,1959-04,0.1176
GISTEMP,1959-04,0.16
GCAG,1959-03,0.2045
GISTEMP,1959-03,0.2
GCAG,1959-02,0.0679
GISTEMP,1959-02,0.09
GCAG,1959-01,0.1240
GISTEMP,1959-01,0.06
GCAG,1958-12,0.1426
GISTEMP,1958-12,0.0
GCAG,1958-11,0.0904
GISTEMP,1958-11,0.02
GCAG,1958-10,0.0387
GISTEMP,1958-10,0.03
GCAG,1958-09,0.0170
GISTEMP,1958-09,-0.04
GCAG,1958-08,0.0531
GISTEMP,1958-08,-0.06
GCAG,1958-07,0.0621
GISTEMP,1958-07,0.04
GCAG,1958-06,0.0625
GISTEMP,1958-06,-0.06
GCAG,1958-05,0.1030
GISTEMP,1958-05,0.08
GCAG,1958-04,0.1142
GISTEMP,1958-04,0.02
GCAG,1958-03,0.1184
GISTEMP,1958-03,0.09
GCAG,1958-02,0.2076
GISTEMP,1958-02,0.23
GCAG,1958-01,0.2952
GISTEMP,1958-01,0.38
GCAG,1957-12,0.2275
GISTEMP,1957-12,0.16
GCAG,1957-11,0.1269
GISTEMP,1957-11,0.07
GCAG,1957-10,0.0121
GISTEMP,1957-10,0.0
GCAG,1957-09,0.0729
GISTEMP,1957-09,0.08
GCAG,1957-08,0.1288
GISTEMP,1957-08,0.14
GCAG,1957-07,0.0604
GISTEMP,1957-07,0.01
GCAG,1957-06,0.1597
GISTEMP,1957-06,0.16
GCAG,1957-05,0.1082
GISTEMP,1957-05,0.08
GCAG,1957-04,-0.0188
GISTEMP,1957-04,-0.02
GCAG,1957-03,-0.0668
GISTEMP,1957-03,-0.07
GCAG,1957-02,-0.1129
GISTEMP,1957-02,-0.06
GCAG,1957-01,-0.1216
GISTEMP,1957-01,-0.13
GCAG,1956-12,-0.1556
GISTEMP,1956-12,-0.09
GCAG,1956-11,-0.1574
GISTEMP,1956-11,-0.15
GCAG,1956-10,-0.1995
GISTEMP,1956-10,-0.24
GCAG,1956-09,-0.2518
GISTEMP,1956-09,-0.19
GCAG,1956-08,-0.1868
GISTEMP,1956-08,-0.26
GCAG,1956-07,-0.1351
GISTEMP,1956-07,-0.12
GCAG,1956-06,-0.1435
GISTEMP,1956-06,-0.14
GCAG,1956-05,-0.2256
GISTEMP,1956-05,-0.28
GCAG,1956-04,-0.2845
GISTEMP,1956-04,-0.28
GCAG,1956-03,-0.1984
GISTEMP,1956-03,-0.22
GCAG,1956-02,-0.2731
GISTEMP,1956-02,-0.24
GCAG,1956-01,-0.1761
GISTEMP,1956-01,-0.15
GCAG,1955-12,-0.2715
GISTEMP,1955-12,-0.32
GCAG,1955-11,-0.2376
GISTEMP,1955-11,-0.28
GCAG,1955-10,-0.1252
GISTEMP,1955-10,-0.05
GCAG,1955-09,-0.0936
GISTEMP,1955-09,-0.13
GCAG,1955-08,-0.0244
GISTEMP,1955-08,0.06
GCAG,1955-07,-0.0888
GISTEMP,1955-07,-0.07
GCAG,1955-06,-0.0685
GISTEMP,1955-06,-0.06
GCAG,1955-05,-0.1262
GISTEMP,1955-05,-0.2
GCAG,1955-04,-0.2362
GISTEMP,1955-04,-0.22
GCAG,1955-03,-0.3078
GISTEMP,1955-03,-0.35
GCAG,1955-02,-0.1292
GISTEMP,1955-02,-0.21
GCAG,1955-01,0.0897
GISTEMP,1955-01,0.12
GCAG,1954-12,-0.1870
GISTEMP,1954-12,-0.16
GCAG,1954-11,0.0395
GISTEMP,1954-11,0.09
GCAG,1954-10,-0.0703
GISTEMP,1954-10,0.0
GCAG,1954-09,-0.0595
GISTEMP,1954-09,-0.07
GCAG,1954-08,-0.0889
GISTEMP,1954-08,-0.13
GCAG,1954-07,-0.1227
GISTEMP,1954-07,-0.16
GCAG,1954-06,-0.1148
GISTEMP,1954-06,-0.15
GCAG,1954-05,-0.2002
GISTEMP,1954-05,-0.19
GCAG,1954-04,-0.1757
GISTEMP,1954-04,-0.17
GCAG,1954-03,-0.0898
GISTEMP,1954-03,-0.12
GCAG,1954-02,-0.0861
GISTEMP,1954-02,-0.09
GCAG,1954-01,-0.2370
GISTEMP,1954-01,-0.27
GCAG,1953-12,0.0551
GISTEMP,1953-12,0.04
GCAG,1953-11,-0.0629
GISTEMP,1953-11,-0.05
GCAG,1953-10,0.0724
GISTEMP,1953-10,0.05
GCAG,1953-09,0.0641
GISTEMP,1953-09,0.06
GCAG,1953-08,0.0811
GISTEMP,1953-08,0.08
GCAG,1953-07,0.0663
GISTEMP,1953-07,0.02
GCAG,1953-06,0.1261
GISTEMP,1953-06,0.08
GCAG,1953-05,0.1435
GISTEMP,1953-05,0.09
GCAG,1953-04,0.1863
GISTEMP,1953-04,0.19
GCAG,1953-03,0.1536
GISTEMP,1953-03,0.11
GCAG,1953-02,0.1533
GISTEMP,1953-02,0.16
GCAG,1953-01,0.1018
GISTEMP,1953-01,0.09
GCAG,1952-12,-0.0091
GISTEMP,1952-12,-0.02
GCAG,1952-11,-0.1974
GISTEMP,1952-11,-0.16
GCAG,1952-10,-0.0380
GISTEMP,1952-10,-0.03
GCAG,1952-09,0.0652
GISTEMP,1952-09,0.08
GCAG,1952-08,0.0656
GISTEMP,1952-08,0.07
GCAG,1952-07,0.0720
GISTEMP,1952-07,0.05
GCAG,1952-06,0.0390
GISTEMP,1952-06,-0.04
GCAG,1952-05,0.0348
GISTEMP,1952-05,-0.05
GCAG,1952-04,0.0656
GISTEMP,1952-04,0.02
GCAG,1952-03,-0.0473
GISTEMP,1952-03,-0.09
GCAG,1952-02,0.0914
GISTEMP,1952-02,0.13
GCAG,1952-01,0.1513
GISTEMP,1952-01,0.16
GCAG,1951-12,0.2137
GISTEMP,1951-12,0.16
GCAG,1951-11,0.0241
GISTEMP,1951-11,-0.01
GCAG,1951-10,0.1066
GISTEMP,1951-10,0.07
GCAG,1951-09,0.1334
GISTEMP,1951-09,0.08
GCAG,1951-08,0.1131
GISTEMP,1951-08,0.06
GCAG,1951-07,0.1086
GISTEMP,1951-07,0.01
GCAG,1951-06,0.0352
GISTEMP,1951-06,-0.05
GCAG,1951-05,0.0537
GISTEMP,1951-05,-0.02
GCAG,1951-04,-0.0881
GISTEMP,1951-04,-0.1
GCAG,1951-03,-0.1690
GISTEMP,1951-03,-0.19
GCAG,1951-02,-0.4089
GISTEMP,1951-02,-0.43
GCAG,1951-01,-0.2900
GISTEMP,1951-01,-0.34
GCAG,1950-12,-0.1835
GISTEMP,1950-12,-0.19
GCAG,1950-11,-0.3631
GISTEMP,1950-11,-0.35
GCAG,1950-10,-0.1687
GISTEMP,1950-10,-0.19
GCAG,1950-09,-0.1072
GISTEMP,1950-09,-0.1
GCAG,1950-08,-0.1396
GISTEMP,1950-08,-0.18
GCAG,1950-07,-0.1046
GISTEMP,1950-07,-0.09
GCAG,1950-06,-0.0596
GISTEMP,1950-06,-0.06
GCAG,1950-05,-0.0538
GISTEMP,1950-05,-0.11
GCAG,1950-04,-0.1710
GISTEMP,1950-04,-0.2
GCAG,1950-03,-0.0879
GISTEMP,1950-03,-0.07
GCAG,1950-02,-0.2395
GISTEMP,1950-02,-0.26
GCAG,1950-01,-0.2790
GISTEMP,1950-01,-0.28
GCAG,1949-12,-0.1885
GISTEMP,1949-12,-0.16
GCAG,1949-11,-0.0569
GISTEMP,1949-11,-0.08
GCAG,1949-10,-0.0357
GISTEMP,1949-10,-0.03
GCAG,1949-09,-0.0736
GISTEMP,1949-09,-0.08
GCAG,1949-08,-0.0269
GISTEMP,1949-08,-0.08
GCAG,1949-07,-0.0788
GISTEMP,1949-07,-0.13
GCAG,1949-06,-0.1527
GISTEMP,1949-06,-0.23
GCAG,1949-05,-0.0102
GISTEMP,1949-05,-0.08
GCAG,1949-04,0.0009
GISTEMP,1949-04,-0.07
GCAG,1949-03,-0.0776
GISTEMP,1949-03,-0.01
GCAG,1949-02,-0.1533
GISTEMP,1949-02,-0.15
GCAG,1949-01,0.1141
GISTEMP,1949-01,0.1
GCAG,1948-12,-0.1164
GISTEMP,1948-12,-0.21
GCAG,1948-11,-0.0646
GISTEMP,1948-11,-0.09
GCAG,1948-10,-0.0685
GISTEMP,1948-10,-0.07
GCAG,1948-09,-0.1080
GISTEMP,1948-09,-0.11
GCAG,1948-08,-0.0298
GISTEMP,1948-08,-0.1
GCAG,1948-07,-0.0640
GISTEMP,1948-07,-0.13
GCAG,1948-06,-0.0190
GISTEMP,1948-06,-0.05
GCAG,1948-05,0.1427
GISTEMP,1948-05,0.07
GCAG,1948-04,-0.0695
GISTEMP,1948-04,-0.09
GCAG,1948-03,-0.1945
GISTEMP,1948-03,-0.24
GCAG,1948-02,-0.0970
GISTEMP,1948-02,-0.12
GCAG,1948-01,0.0479
GISTEMP,1948-01,0.05
GCAG,1947-12,-0.1507
GISTEMP,1947-12,-0.16
GCAG,1947-11,-0.0301
GISTEMP,1947-11,-0.01
GCAG,1947-10,0.0501
GISTEMP,1947-10,0.06
GCAG,1947-09,-0.1320
GISTEMP,1947-09,-0.14
GCAG,1947-08,-0.0679
GISTEMP,1947-08,-0.08
GCAG,1947-07,-0.0191
GISTEMP,1947-07,-0.06
GCAG,1947-06,0.0097
GISTEMP,1947-06,0.0
GCAG,1947-05,-0.0275
GISTEMP,1947-05,-0.06
GCAG,1947-04,0.0076
GISTEMP,1947-04,0.04
GCAG,1947-03,-0.0175
GISTEMP,1947-03,0.05
GCAG,1947-02,-0.0860
GISTEMP,1947-02,-0.06
GCAG,1947-01,-0.1956
GISTEMP,1947-01,-0.1
GCAG,1946-12,-0.2722
GISTEMP,1946-12,-0.28
GCAG,1946-11,-0.0174
GISTEMP,1946-11,-0.02
GCAG,1946-10,-0.0124
GISTEMP,1946-10,-0.05
GCAG,1946-09,-0.0252
GISTEMP,1946-09,-0.02
GCAG,1946-08,-0.0722
GISTEMP,1946-08,-0.09
GCAG,1946-07,-0.0413
GISTEMP,1946-07,-0.08
GCAG,1946-06,-0.1104
GISTEMP,1946-06,-0.16
GCAG,1946-05,-0.0337
GISTEMP,1946-05,-0.03
GCAG,1946-04,0.1722
GISTEMP,1946-04,0.11
GCAG,1946-03,-0.0060
GISTEMP,1946-03,0.0
GCAG,1946-02,0.0864
GISTEMP,1946-02,0.06
GCAG,1946-01,0.2207
GISTEMP,1946-01,0.15
GCAG,1945-12,-0.0525
GISTEMP,1945-12,-0.09
GCAG,1945-11,0.1942
GISTEMP,1945-11,0.1
GCAG,1945-10,0.2597
GISTEMP,1945-10,0.23
GCAG,1945-09,0.2552
GISTEMP,1945-09,0.22
GCAG,1945-08,0.3533
GISTEMP,1945-08,0.26
GCAG,1945-07,0.1655
GISTEMP,1945-07,0.08
GCAG,1945-06,0.1408
GISTEMP,1945-06,0.04
GCAG,1945-05,0.1714
GISTEMP,1945-05,0.11
GCAG,1945-04,0.2785
GISTEMP,1945-04,0.24
GCAG,1945-03,0.1095
GISTEMP,1945-03,0.11
GCAG,1945-02,0.0136
GISTEMP,1945-02,0.05
GCAG,1945-01,0.1548
GISTEMP,1945-01,0.15
GCAG,1944-12,0.0951
GISTEMP,1944-12,0.08
GCAG,1944-11,0.1444
GISTEMP,1944-11,0.13
GCAG,1944-10,0.3167
GISTEMP,1944-10,0.28
GCAG,1944-09,0.3841
GISTEMP,1944-09,0.32
GCAG,1944-08,0.2687
GISTEMP,1944-08,0.23
GCAG,1944-07,0.3109
GISTEMP,1944-07,0.23
GCAG,1944-06,0.3348
GISTEMP,1944-06,0.23
GCAG,1944-05,0.2615
GISTEMP,1944-05,0.27
GCAG,1944-04,0.2649
GISTEMP,1944-04,0.27
GCAG,1944-03,0.3608
GISTEMP,1944-03,0.35
GCAG,1944-02,0.2993
GISTEMP,1944-02,0.32
GCAG,1944-01,0.4269
GISTEMP,1944-01,0.42
GCAG,1943-12,0.3616
GISTEMP,1943-12,0.28
GCAG,1943-11,0.2497
GISTEMP,1943-11,0.26
GCAG,1943-10,0.3124
GISTEMP,1943-10,0.31
GCAG,1943-09,0.1435
GISTEMP,1943-09,0.12
GCAG,1943-08,0.0979
GISTEMP,1943-08,0.03
GCAG,1943-07,0.1862
GISTEMP,1943-07,0.15
GCAG,1943-06,0.0238
GISTEMP,1943-06,0.01
GCAG,1943-05,0.1343
GISTEMP,1943-05,0.11
GCAG,1943-04,0.1731
GISTEMP,1943-04,0.14
GCAG,1943-03,0.0756
GISTEMP,1943-03,0.02
GCAG,1943-02,0.1680
GISTEMP,1943-02,0.22
GCAG,1943-01,-0.0300
GISTEMP,1943-01,0.0
GCAG,1942-12,0.1460
GISTEMP,1942-12,0.13
GCAG,1942-11,0.1646
GISTEMP,1942-11,0.13
GCAG,1942-10,0.1447
GISTEMP,1942-10,0.07
GCAG,1942-09,0.1124
GISTEMP,1942-09,0.0
GCAG,1942-08,0.0385
GISTEMP,1942-08,-0.02
GCAG,1942-07,0.0766
GISTEMP,1942-07,0.02
GCAG,1942-06,0.2064
